order_id,seller_id,store_id,status,total_amount,reservation_id,created_at
ORD014104,SELLER007,WH022,CANCELLED,2557.07,RSV016831,2026-03-04 02:36:08
ORD014105,SELLER077,WH010,CONFIRMED,3146.59,RSV003543,2026-03-04 02:36:25
ORD014106,SELLER019,WH009,PENDING,1582.95,RSV013911,2026-03-04 02:36:42
ORD014107,SELLER073,WH013,CONFIRMED,3143.24,RSV002222,2026-03-04 02:36:59
ORD014108,SELLER108,WH024,CONFIRMED,1705.10,,2026-03-04 02:37:16
ORD014109,SELLER069,WH010,CONFIRMED,2078.20,RSV015169,2026-03-04 02:37:33
ORD014110,SELLER016,WH025,CONFIRMED,1362.79,RSV000126,2026-03-04 02:37:50
ORD014111,SELLER109,WH022,CONFIRMED,154.01,RSV001847,2026-03-04 02:38:07
ORD014112,SELLER067,WH022,CONFIRMED,268.50,RSV019429,2026-03-04 02:38:24
ORD014113,SELLER036,WH025,CONFIRMED,3030.68,,2026-03-04 02:38:41
ORD014114,SELLER095,WH013,CONFIRMED,758.29,RSV019927,2026-03-04 02:38:58
ORD014115,SELLER117,WH001,CONFIRMED,2600.07,RSV016829,2026-03-04 02:39:15
ORD014116,SELLER061,WH020,CONFIRMED,2929.25,RSV004692,2026-03-04 02:39:32
ORD014117,SELLER065,WH001,CONFIRMED,1872.01,RSV010029,2026-03-04 02:39:49
ORD014118,SELLER090,WH003,CONFIRMED,1982.43,RSV007379,2026-03-04 02:40:06
ORD014119,SELLER042,WH012,CONFIRMED,1376.83,RSV008992,2026-03-04 02:40:23
ORD014120,SELLER066,WH016,CONFIRMED,2786.22,,2026-03-04 02:40:40
ORD014121,SELLER080,WH004,CONFIRMED,500.94,RSV000259,2026-03-04 02:40:57
ORD014122,SELLER027,WH017,PENDING,1533.15,RSV016432,2026-03-04 02:41:14
ORD014123,SELLER075,WH026,PENDING,873.19,RSV008669,2026-03-04 02:41:31
ORD014124,SELLER054,WH019,CONFIRMED,1866.70,RSV017465,2026-03-04 02:41:48
ORD014125,SELLER093,WH029,CANCELLED,69.58,,2026-03-04 02:42:05
ORD014126,SELLER043,WH019,CONFIRMED,2934.20,RSV013786,2026-03-04 02:42:22
ORD014127,SELLER004,WH008,PENDING,1907.01,RSV008443,2026-03-04 02:42:39
ORD014128,SELLER100,WH028,CONFIRMED,897.74,RSV001954,2026-03-04 02:42:56
ORD014129,SELLER024,WH014,CONFIRMED,780.83,RSV017334,2026-03-04 02:43:13
ORD014130,SELLER012,WH022,CONFIRMED,1610.33,RSV001937,2026-03-04 02:43:30
ORD014131,SELLER036,WH002,CONFIRMED,2564.58,RSV009359,2026-03-04 02:43:47
ORD014132,SELLER048,WH009,CONFIRMED,3182.30,RSV001523,2026-03-04 02:44:04
ORD014133,SELLER033,WH016,CONFIRMED,372.58,,2026-03-04 02:44:21
ORD014134,SELLER003,WH002,CONFIRMED,2131.07,RSV007767,2026-03-04 02:44:38
ORD014135,SELLER035,WH030,CONFIRMED,3078.62,RSV006685,2026-03-04 02:44:55
ORD014136,SELLER025,WH009,CONFIRMED,130.51,RSV013633,2026-03-04 02:45:12
ORD014137,SELLER087,WH008,PENDING,3001.42,RSV001928,2026-03-04 02:45:29
ORD014138,SELLER040,WH028,CONFIRMED,1118.61,,2026-03-04 02:45:46
ORD014139,SELLER085,WH018,CONFIRMED,771.25,RSV011344,2026-03-04 02:46:03
ORD014140,SELLER073,WH018,CANCELLED,1270.02,RSV009405,2026-03-04 02:46:20
ORD014141,SELLER091,WH005,CONFIRMED,1092.77,RSV010879,2026-03-04 02:46:37
ORD014142,SELLER028,WH025,PENDING,1391.07,,2026-03-04 02:46:54
ORD014143,SELLER046,WH030,CONFIRMED,2468.22,,2026-03-04 02:47:11
ORD014144,SELLER110,WH011,CONFIRMED,500.96,,2026-03-04 02:47:28
ORD014145,SELLER098,WH025,CONFIRMED,829.43,RSV018739,2026-03-04 02:47:45
ORD014146,SELLER002,WH019,CONFIRMED,2032.79,RSV013676,2026-03-04 02:48:02
ORD014147,SELLER088,WH001,CONFIRMED,575.60,RSV015852,2026-03-04 02:48:19
ORD014148,SELLER042,WH010,CONFIRMED,1552.77,,2026-03-04 02:48:36
ORD014149,SELLER032,WH023,PENDING,415.10,RSV013435,2026-03-04 02:48:53
ORD014150,SELLER059,WH021,CONFIRMED,1593.38,RSV012893,2026-03-04 02:49:10
ORD014151,SELLER055,WH008,CONFIRMED,1358.16,RSV013573,2026-03-04 02:49:27
ORD014152,SELLER011,WH016,CONFIRMED,1119.79,,2026-03-04 02:49:44
ORD014153,SELLER081,WH025,CONFIRMED,2318.91,RSV000636,2026-03-04 02:50:01
ORD014154,SELLER056,WH006,CONFIRMED,2880.32,RSV007785,2026-03-04 02:50:18
ORD014155,SELLER076,WH016,CONFIRMED,3002.78,RSV019742,2026-03-04 02:50:35
ORD014156,SELLER048,WH018,CONFIRMED,1134.31,RSV008746,2026-03-04 02:50:52
ORD014157,SELLER038,WH027,CONFIRMED,1790.30,RSV017000,2026-03-04 02:51:09
ORD014158,SELLER084,WH008,CONFIRMED,652.63,RSV016743,2026-03-04 02:51:26
ORD014159,SELLER062,WH012,CONFIRMED,2024.02,RSV000003,2026-03-04 02:51:43
ORD014160,SELLER119,WH009,CONFIRMED,2627.65,,2026-03-04 02:52:00
ORD014161,SELLER082,WH008,CONFIRMED,1911.17,,2026-03-04 02:52:17
ORD014162,SELLER084,WH029,CONFIRMED,1186.75,,2026-03-04 02:52:34
ORD014163,SELLER051,WH001,PENDING,1411.65,RSV011513,2026-03-04 02:52:51
ORD014164,SELLER079,WH027,CONFIRMED,1894.80,,2026-03-04 02:53:08
ORD014165,SELLER035,WH015,CONFIRMED,2606.67,,2026-03-04 02:53:25
ORD014166,SELLER077,WH002,CONFIRMED,1374.48,,2026-03-04 02:53:42
ORD014167,SELLER026,WH023,PENDING,1429.17,RSV016678,2026-03-04 02:53:59
ORD014168,SELLER076,WH017,CONFIRMED,2560.07,,2026-03-04 02:54:16
ORD014169,SELLER035,WH027,PENDING,2218.98,,2026-03-04 02:54:33
ORD014170,SELLER003,WH021,PENDING,2503.60,,2026-03-04 02:54:50
ORD014171,SELLER091,WH023,PENDING,492.24,RSV005971,2026-03-04 02:55:07
ORD014172,SELLER030,WH016,CONFIRMED,2976.01,RSV013354,2026-03-04 02:55:24
ORD014173,SELLER080,WH006,CONFIRMED,3065.00,RSV005029,2026-03-04 02:55:41
ORD014174,SELLER071,WH001,PENDING,777.99,RSV006713,2026-03-04 02:55:58
ORD014175,SELLER074,WH030,CONFIRMED,2413.63,RSV002343,2026-03-04 02:56:15
ORD014176,SELLER071,WH029,CONFIRMED,3054.46,RSV016714,2026-03-04 02:56:32
ORD014177,SELLER044,WH013,CONFIRMED,1196.46,,2026-03-04 02:56:49
ORD014178,SELLER034,WH024,CONFIRMED,672.56,RSV009652,2026-03-04 02:57:06
ORD014179,SELLER041,WH026,PENDING,1078.56,RSV018927,2026-03-04 02:57:23
ORD014180,SELLER002,WH021,PENDING,850.87,RSV016462,2026-03-04 02:57:40
ORD014181,SELLER069,WH013,CONFIRMED,2401.65,RSV010926,2026-03-04 02:57:57
ORD014182,SELLER111,WH017,CONFIRMED,1588.82,,2026-03-04 02:58:14
ORD014183,SELLER085,WH026,CONFIRMED,3023.27,,2026-03-04 02:58:31
ORD014184,SELLER045,WH030,CONFIRMED,1577.85,RSV012676,2026-03-04 02:58:48
ORD014185,SELLER026,WH028,CONFIRMED,2606.08,RSV006237,2026-03-04 02:59:05
ORD014186,SELLER101,WH018,CONFIRMED,1881.11,RSV002988,2026-03-04 02:59:22
ORD014187,SELLER001,WH029,CONFIRMED,1533.34,RSV017223,2026-03-04 02:59:39
ORD014188,SELLER095,WH005,CONFIRMED,2860.01,,2026-03-04 02:59:56
ORD014189,SELLER049,WH016,CONFIRMED,3019.20,RSV005853,2026-03-04 03:00:13
ORD014190,SELLER058,WH026,CONFIRMED,2369.63,RSV011113,2026-03-04 03:00:30
ORD014191,SELLER028,WH011,CONFIRMED,2310.93,RSV008707,2026-03-04 03:00:47
ORD014192,SELLER005,WH027,CONFIRMED,1833.21,RSV003978,2026-03-04 03:01:04
ORD014193,SELLER107,WH008,CONFIRMED,1071.07,RSV005234,2026-03-04 03:01:21
ORD014194,SELLER085,WH006,CONFIRMED,2426.73,RSV006610,2026-03-04 03:01:38
ORD014195,SELLER103,WH022,CONFIRMED,2771.00,RSV009135,2026-03-04 03:01:55
ORD014196,SELLER065,WH029,CONFIRMED,2229.61,,2026-03-04 03:02:12
ORD014197,SELLER052,WH022,CONFIRMED,1582.43,RSV003169,2026-03-04 03:02:29
ORD014198,SELLER107,WH003,CONFIRMED,2232.16,,2026-03-04 03:02:46
ORD014199,SELLER025,WH005,CONFIRMED,1643.34,RSV018609,2026-03-04 03:03:03
ORD014200,SELLER099,WH008,CONFIRMED,1383.12,RSV013525,2026-03-04 03:03:20
ORD014201,SELLER117,WH029,PENDING,1846.12,RSV003524,2026-03-04 03:03:37
ORD014202,SELLER116,WH007,CONFIRMED,2795.13,RSV011020,2026-03-04 03:03:54
ORD014203,SELLER080,WH010,PENDING,104.75,RSV008988,2026-03-04 03:04:11
ORD014204,SELLER050,WH015,CONFIRMED,2377.65,RSV005721,2026-03-04 03:04:28
ORD014205,SELLER010,WH029,CONFIRMED,2400.18,RSV005115,2026-03-04 03:04:45
ORD014206,SELLER067,WH020,CANCELLED,1874.16,RSV012925,2026-03-04 03:05:02
ORD014207,SELLER118,WH010,CANCELLED,790.32,RSV003758,2026-03-04 03:05:19
ORD014208,SELLER105,WH013,PENDING,660.83,RSV009637,2026-03-04 03:05:36
ORD014209,SELLER039,WH028,CANCELLED,2610.91,,2026-03-04 03:05:53
ORD014210,SELLER013,WH027,CONFIRMED,2979.45,RSV013196,2026-03-04 03:06:10
ORD014211,SELLER023,WH019,CONFIRMED,2835.61,,2026-03-04 03:06:27
ORD014212,SELLER103,WH022,CONFIRMED,1469.33,RSV013364,2026-03-04 03:06:44
ORD014213,SELLER049,WH012,CONFIRMED,1974.29,RSV000759,2026-03-04 03:07:01
ORD014214,SELLER060,WH016,PENDING,3092.38,RSV004352,2026-03-04 03:07:18
ORD014215,SELLER058,WH003,CONFIRMED,2399.46,RSV010157,2026-03-04 03:07:35
ORD014216,SELLER071,WH016,PENDING,2664.09,,2026-03-04 03:07:52
ORD014217,SELLER099,WH005,CONFIRMED,2926.08,RSV019436,2026-03-04 03:08:09
ORD014218,SELLER004,WH021,CONFIRMED,3014.24,RSV014623,2026-03-04 03:08:26
ORD014219,SELLER055,WH001,CONFIRMED,3191.66,RSV019282,2026-03-04 03:08:43
ORD014220,SELLER034,WH027,CONFIRMED,2171.15,RSV000780,2026-03-04 03:09:00
ORD014221,SELLER015,WH022,CONFIRMED,2334.37,RSV012492,2026-03-04 03:09:17
ORD014222,SELLER059,WH010,CONFIRMED,44.08,RSV017664,2026-03-04 03:09:34
ORD014223,SELLER082,WH002,CONFIRMED,2325.51,RSV009635,2026-03-04 03:09:51
ORD014224,SELLER034,WH008,CONFIRMED,998.28,RSV012708,2026-03-04 03:10:08
ORD014225,SELLER053,WH015,CONFIRMED,2306.44,,2026-03-04 03:10:25
ORD014226,SELLER070,WH012,CONFIRMED,239.91,RSV015215,2026-03-04 03:10:42
ORD014227,SELLER056,WH025,CONFIRMED,2404.85,,2026-03-04 03:10:59
ORD014228,SELLER086,WH017,CONFIRMED,2899.47,,2026-03-04 03:11:16
ORD014229,SELLER056,WH016,PENDING,1055.05,RSV010544,2026-03-04 03:11:33
ORD014230,SELLER105,WH015,CONFIRMED,37.86,RSV004630,2026-03-04 03:11:50
ORD014231,SELLER009,WH011,CONFIRMED,139.49,,2026-03-04 03:12:07
ORD014232,SELLER077,WH008,PENDING,1062.86,RSV007008,2026-03-04 03:12:24
ORD014233,SELLER078,WH006,PENDING,2468.42,RSV014155,2026-03-04 03:12:41
ORD014234,SELLER091,WH018,CONFIRMED,1645.72,RSV015672,2026-03-04 03:12:58
ORD014235,SELLER070,WH022,PENDING,1431.60,,2026-03-04 03:13:15
ORD014236,SELLER038,WH003,CONFIRMED,2481.55,RSV003850,2026-03-04 03:13:32
ORD014237,SELLER105,WH017,CONFIRMED,2132.87,,2026-03-04 03:13:49
ORD014238,SELLER048,WH007,CONFIRMED,88.85,RSV010258,2026-03-04 03:14:06
ORD014239,SELLER021,WH022,PENDING,417.02,RSV008331,2026-03-04 03:14:23
ORD014240,SELLER037,WH004,PENDING,472.37,,2026-03-04 03:14:40
ORD014241,SELLER047,WH003,CONFIRMED,3101.60,,2026-03-04 03:14:57
ORD014242,SELLER013,WH014,CONFIRMED,368.95,,2026-03-04 03:15:14
ORD014243,SELLER041,WH005,CONFIRMED,874.75,RSV007521,2026-03-04 03:15:31
ORD014244,SELLER007,WH025,PENDING,80.22,,2026-03-04 03:15:48
ORD014245,SELLER103,WH021,CONFIRMED,938.07,RSV019930,2026-03-04 03:16:05
ORD014246,SELLER089,WH013,CANCELLED,1177.51,RSV007115,2026-03-04 03:16:22
ORD014247,SELLER076,WH018,CONFIRMED,612.23,RSV003471,2026-03-04 03:16:39
ORD014248,SELLER043,WH016,CONFIRMED,1491.56,RSV011794,2026-03-04 03:16:56
ORD014249,SELLER013,WH008,CONFIRMED,1912.40,,2026-03-04 03:17:13
ORD014250,SELLER016,WH014,CONFIRMED,352.94,RSV005619,2026-03-04 03:17:30
ORD014251,SELLER025,WH011,CONFIRMED,238.00,RSV016811,2026-03-04 03:17:47
ORD014252,SELLER062,WH025,PENDING,2945.89,RSV005881,2026-03-04 03:18:04
ORD014253,SELLER119,WH021,CONFIRMED,2647.41,,2026-03-04 03:18:21
ORD014254,SELLER020,WH030,CONFIRMED,97.36,RSV001953,2026-03-04 03:18:38
ORD014255,SELLER005,WH014,CONFIRMED,2439.75,RSV007992,2026-03-04 03:18:55
ORD014256,SELLER072,WH012,CONFIRMED,2893.92,RSV006455,2026-03-04 03:19:12
ORD014257,SELLER075,WH030,CONFIRMED,2188.91,RSV013417,2026-03-04 03:19:29
ORD014258,SELLER110,WH028,CONFIRMED,1670.71,RSV014807,2026-03-04 03:19:46
ORD014259,SELLER025,WH008,PENDING,1566.73,RSV007666,2026-03-04 03:20:03
ORD014260,SELLER090,WH021,CONFIRMED,1612.17,RSV005634,2026-03-04 03:20:20
ORD014261,SELLER071,WH004,CONFIRMED,1293.74,RSV018398,2026-03-04 03:20:37
ORD014262,SELLER015,WH013,PENDING,3057.71,RSV017077,2026-03-04 03:20:54
ORD014263,SELLER117,WH005,CONFIRMED,2910.21,RSV017847,2026-03-04 03:21:11
ORD014264,SELLER074,WH008,CONFIRMED,3063.51,,2026-03-04 03:21:28
ORD014265,SELLER071,WH028,PENDING,1579.73,RSV004214,2026-03-04 03:21:45
ORD014266,SELLER103,WH029,CONFIRMED,1573.94,RSV011725,2026-03-04 03:22:02
ORD014267,SELLER046,WH010,CONFIRMED,2146.79,,2026-03-04 03:22:19
ORD014268,SELLER068,WH016,CONFIRMED,1359.47,,2026-03-04 03:22:36
ORD014269,SELLER033,WH026,CONFIRMED,1672.16,RSV016628,2026-03-04 03:22:53
ORD014270,SELLER027,WH026,CONFIRMED,65.42,,2026-03-04 03:23:10
ORD014271,SELLER050,WH011,CONFIRMED,2815.77,,2026-03-04 03:23:27
ORD014272,SELLER093,WH010,CONFIRMED,792.26,RSV017276,2026-03-04 03:23:44
ORD014273,SELLER104,WH019,CONFIRMED,1027.83,,2026-03-04 03:24:01
ORD014274,SELLER003,WH011,CONFIRMED,2906.90,RSV002240,2026-03-04 03:24:18
ORD014275,SELLER029,WH029,CONFIRMED,1760.94,RSV001218,2026-03-04 03:24:35
ORD014276,SELLER116,WH019,CONFIRMED,3081.25,RSV001077,2026-03-04 03:24:52
ORD014277,SELLER033,WH028,CONFIRMED,1550.86,,2026-03-04 03:25:09
ORD014278,SELLER034,WH022,CONFIRMED,2657.83,RSV013746,2026-03-04 03:25:26
ORD014279,SELLER095,WH002,CONFIRMED,3149.54,RSV008128,2026-03-04 03:25:43
ORD014280,SELLER080,WH003,CONFIRMED,1284.42,RSV016946,2026-03-04 03:26:00
ORD014281,SELLER045,WH012,CONFIRMED,31.55,,2026-03-04 03:26:17
ORD014282,SELLER009,WH005,CONFIRMED,238.81,,2026-03-04 03:26:34
ORD014283,SELLER097,WH021,CONFIRMED,3108.16,RSV012079,2026-03-04 03:26:51
ORD014284,SELLER077,WH024,PENDING,1139.65,RSV006168,2026-03-04 03:27:08
ORD014285,SELLER114,WH001,CONFIRMED,310.55,RSV017013,2026-03-04 03:27:25
ORD014286,SELLER020,WH011,CONFIRMED,950.64,RSV007711,2026-03-04 03:27:42
ORD014287,SELLER090,WH026,CONFIRMED,1976.53,,2026-03-04 03:27:59
ORD014288,SELLER066,WH024,PENDING,1233.40,,2026-03-04 03:28:16
ORD014289,SELLER115,WH027,PENDING,521.74,RSV006791,2026-03-04 03:28:33
ORD014290,SELLER084,WH006,CONFIRMED,999.80,RSV014964,2026-03-04 03:28:50
ORD014291,SELLER061,WH009,CONFIRMED,1832.91,,2026-03-04 03:29:07
ORD014292,SELLER096,WH017,CONFIRMED,2289.07,,2026-03-04 03:29:24
ORD014293,SELLER119,WH008,PENDING,707.20,RSV009130,2026-03-04 03:29:41
ORD014294,SELLER034,WH012,CONFIRMED,168.93,RSV002137,2026-03-04 03:29:58
ORD014295,SELLER039,WH020,CONFIRMED,1892.17,RSV018314,2026-03-04 03:30:15
ORD014296,SELLER061,WH009,CONFIRMED,2945.68,RSV004945,2026-03-04 03:30:32
ORD014297,SELLER020,WH003,CONFIRMED,1423.43,,2026-03-04 03:30:49
ORD014298,SELLER059,WH028,CONFIRMED,1329.33,RSV018648,2026-03-04 03:31:06
ORD014299,SELLER072,WH017,CONFIRMED,2653.87,RSV016491,2026-03-04 03:31:23
ORD014300,SELLER029,WH005,CONFIRMED,196.40,,2026-03-04 03:31:40
ORD014301,SELLER100,WH013,CANCELLED,1019.32,,2026-03-04 03:31:57
ORD014302,SELLER039,WH018,CONFIRMED,2006.03,RSV012926,2026-03-04 03:32:14
ORD014303,SELLER107,WH018,PENDING,1780.92,RSV001760,2026-03-04 03:32:31
ORD014304,SELLER059,WH019,CONFIRMED,1653.40,,2026-03-04 03:32:48
ORD014305,SELLER086,WH005,CONFIRMED,1980.15,RSV019143,2026-03-04 03:33:05
ORD014306,SELLER055,WH022,CONFIRMED,1942.78,,2026-03-04 03:33:22
ORD014307,SELLER088,WH027,CONFIRMED,2134.99,RSV017140,2026-03-04 03:33:39
ORD014308,SELLER062,WH022,CONFIRMED,476.60,RSV016526,2026-03-04 03:33:56
ORD014309,SELLER119,WH007,CONFIRMED,883.37,,2026-03-04 03:34:13
ORD014310,SELLER017,WH010,CONFIRMED,2440.72,,2026-03-04 03:34:30
ORD014311,SELLER006,WH030,CONFIRMED,1567.80,RSV000703,2026-03-04 03:34:47
ORD014312,SELLER049,WH019,CONFIRMED,2117.39,RSV003691,2026-03-04 03:35:04
ORD014313,SELLER075,WH015,CONFIRMED,1925.10,RSV000132,2026-03-04 03:35:21
ORD014314,SELLER062,WH016,PENDING,3070.15,RSV016143,2026-03-04 03:35:38
ORD014315,SELLER064,WH030,CONFIRMED,2463.90,RSV016847,2026-03-04 03:35:55
ORD014316,SELLER100,WH002,CONFIRMED,2800.80,RSV006756,2026-03-04 03:36:12
ORD014317,SELLER102,WH004,CONFIRMED,884.07,RSV004757,2026-03-04 03:36:29
ORD014318,SELLER045,WH019,CONFIRMED,990.11,RSV014154,2026-03-04 03:36:46
ORD014319,SELLER043,WH002,CONFIRMED,1239.67,RSV006790,2026-03-04 03:37:03
ORD014320,SELLER041,WH003,CONFIRMED,1243.33,,2026-03-04 03:37:20
ORD014321,SELLER013,WH006,CONFIRMED,2358.52,RSV005654,2026-03-04 03:37:37
ORD014322,SELLER110,WH006,CONFIRMED,1910.50,,2026-03-04 03:37:54
ORD014323,SELLER092,WH025,CONFIRMED,2626.42,RSV014681,2026-03-04 03:38:11
ORD014324,SELLER105,WH015,CONFIRMED,402.54,RSV014256,2026-03-04 03:38:28
ORD014325,SELLER061,WH023,CONFIRMED,2681.14,RSV003874,2026-03-04 03:38:45
ORD014326,SELLER051,WH013,CONFIRMED,1316.71,RSV003370,2026-03-04 03:39:02
ORD014327,SELLER042,WH003,CONFIRMED,347.74,RSV003587,2026-03-04 03:39:19
ORD014328,SELLER030,WH003,CONFIRMED,2812.27,RSV009520,2026-03-04 03:39:36
ORD014329,SELLER033,WH009,CONFIRMED,1810.54,RSV011777,2026-03-04 03:39:53
ORD014330,SELLER023,WH006,CONFIRMED,130.78,RSV007625,2026-03-04 03:40:10
ORD014331,SELLER012,WH006,CONFIRMED,1376.89,RSV001593,2026-03-04 03:40:27
ORD014332,SELLER098,WH009,CONFIRMED,2132.36,RSV011804,2026-03-04 03:40:44
ORD014333,SELLER051,WH008,PENDING,2105.27,,2026-03-04 03:41:01
ORD014334,SELLER112,WH030,CONFIRMED,287.75,RSV001049,2026-03-04 03:41:18
ORD014335,SELLER021,WH025,CONFIRMED,2797.41,RSV013708,2026-03-04 03:41:35
ORD014336,SELLER087,WH006,CONFIRMED,3117.76,RSV004124,2026-03-04 03:41:52
ORD014337,SELLER033,WH023,CONFIRMED,1854.09,RSV013076,2026-03-04 03:42:09
ORD014338,SELLER117,WH005,CONFIRMED,297.27,,2026-03-04 03:42:26
ORD014339,SELLER086,WH022,CONFIRMED,431.80,RSV002341,2026-03-04 03:42:43
ORD014340,SELLER005,WH009,CONFIRMED,1217.66,RSV007938,2026-03-04 03:43:00
ORD014341,SELLER002,WH028,CONFIRMED,1972.89,,2026-03-04 03:43:17
ORD014342,SELLER037,WH003,CONFIRMED,2239.92,RSV001775,2026-03-04 03:43:34
ORD014343,SELLER001,WH002,CONFIRMED,936.66,RSV012376,2026-03-04 03:43:51
ORD014344,SELLER051,WH016,CONFIRMED,2545.47,,2026-03-04 03:44:08
ORD014345,SELLER050,WH025,CONFIRMED,919.03,,2026-03-04 03:44:25
ORD014346,SELLER087,WH023,CONFIRMED,2266.53,RSV017277,2026-03-04 03:44:42
ORD014347,SELLER064,WH008,PENDING,3061.68,RSV019256,2026-03-04 03:44:59
ORD014348,SELLER069,WH021,CONFIRMED,3123.70,,2026-03-04 03:45:16
ORD014349,SELLER106,WH023,CONFIRMED,2317.93,RSV018500,2026-03-04 03:45:33
ORD014350,SELLER115,WH001,CONFIRMED,91.65,RSV001957,2026-03-04 03:45:50
ORD014351,SELLER064,WH008,PENDING,909.58,RSV009513,2026-03-04 03:46:07
ORD014352,SELLER063,WH019,CONFIRMED,2411.99,RSV008408,2026-03-04 03:46:24
ORD014353,SELLER064,WH021,CONFIRMED,1214.24,RSV004173,2026-03-04 03:46:41
ORD014354,SELLER039,WH005,PENDING,3165.56,,2026-03-04 03:46:58
ORD014355,SELLER007,WH003,PENDING,1324.07,RSV019738,2026-03-04 03:47:15
ORD014356,SELLER072,WH008,PENDING,1150.31,,2026-03-04 03:47:32
ORD014357,SELLER003,WH016,CONFIRMED,2566.60,RSV006844,2026-03-04 03:47:49
ORD014358,SELLER097,WH002,PENDING,784.20,RSV017919,2026-03-04 03:48:06
ORD014359,SELLER050,WH007,CONFIRMED,1891.17,RSV007436,2026-03-04 03:48:23
ORD014360,SELLER003,WH005,CONFIRMED,3155.42,RSV000007,2026-03-04 03:48:40
ORD014361,SELLER090,WH001,CONFIRMED,2593.89,RSV014896,2026-03-04 03:48:57
ORD014362,SELLER095,WH020,CONFIRMED,2088.72,RSV012208,2026-03-04 03:49:14
ORD014363,SELLER033,WH025,CONFIRMED,2523.48,RSV000939,2026-03-04 03:49:31
ORD014364,SELLER073,WH023,CONFIRMED,1312.66,RSV015663,2026-03-04 03:49:48
ORD014365,SELLER118,WH004,CONFIRMED,1174.69,RSV008767,2026-03-04 03:50:05
ORD014366,SELLER014,WH030,CONFIRMED,2756.54,RSV017517,2026-03-04 03:50:22
ORD014367,SELLER039,WH008,CONFIRMED,1371.89,RSV005977,2026-03-04 03:50:39
ORD014368,SELLER108,WH025,CONFIRMED,1671.95,RSV007395,2026-03-04 03:50:56
ORD014369,SELLER008,WH018,CONFIRMED,136.02,RSV006812,2026-03-04 03:51:13
ORD014370,SELLER024,WH005,CONFIRMED,664.78,RSV014630,2026-03-04 03:51:30
ORD014371,SELLER009,WH007,CANCELLED,1054.48,RSV005607,2026-03-04 03:51:47
ORD014372,SELLER054,WH009,CONFIRMED,2700.18,,2026-03-04 03:52:04
ORD014373,SELLER089,WH011,CONFIRMED,175.63,RSV018277,2026-03-04 03:52:21
ORD014374,SELLER006,WH004,CONFIRMED,2691.40,RSV006052,2026-03-04 03:52:38
ORD014375,SELLER086,WH019,CONFIRMED,2131.91,RSV009476,2026-03-04 03:52:55
ORD014376,SELLER002,WH027,CONFIRMED,127.40,,2026-03-04 03:53:12
ORD014377,SELLER099,WH013,CONFIRMED,3117.45,RSV018258,2026-03-04 03:53:29
ORD014378,SELLER034,WH026,CANCELLED,1792.16,RSV010541,2026-03-04 03:53:46
ORD014379,SELLER068,WH010,CONFIRMED,1300.95,,2026-03-04 03:54:03
ORD014380,SELLER083,WH004,CONFIRMED,2370.61,RSV000100,2026-03-04 03:54:20
ORD014381,SELLER002,WH001,CONFIRMED,1018.32,RSV003025,2026-03-04 03:54:37
ORD014382,SELLER069,WH004,CONFIRMED,2784.91,RSV005363,2026-03-04 03:54:54
ORD014383,SELLER004,WH012,PENDING,3141.01,RSV009547,2026-03-04 03:55:11
ORD014384,SELLER095,WH024,PENDING,113.28,RSV006912,2026-03-04 03:55:28
ORD014385,SELLER027,WH005,CONFIRMED,1770.97,RSV005387,2026-03-04 03:55:45
ORD014386,SELLER010,WH007,CONFIRMED,2749.76,RSV011708,2026-03-04 03:56:02
ORD014387,SELLER047,WH016,CONFIRMED,2677.47,RSV000275,2026-03-04 03:56:19
ORD014388,SELLER018,WH019,PENDING,187.42,,2026-03-04 03:56:36
ORD014389,SELLER018,WH008,CONFIRMED,395.83,,2026-03-04 03:56:53
ORD014390,SELLER101,WH030,CANCELLED,1851.71,,2026-03-04 03:57:10
ORD014391,SELLER083,WH009,CONFIRMED,2356.55,RSV019249,2026-03-04 03:57:27
ORD014392,SELLER015,WH015,CONFIRMED,404.71,RSV001067,2026-03-04 03:57:44
ORD014393,SELLER077,WH011,CONFIRMED,828.36,RSV018659,2026-03-04 03:58:01
ORD014394,SELLER055,WH004,CONFIRMED,2623.18,RSV016309,2026-03-04 03:58:18
ORD014395,SELLER052,WH029,PENDING,285.16,RSV008980,2026-03-04 03:58:35
ORD014396,SELLER088,WH028,CANCELLED,2998.06,RSV012727,2026-03-04 03:58:52
ORD014397,SELLER069,WH029,CONFIRMED,270.20,,2026-03-04 03:59:09
ORD014398,SELLER103,WH012,PENDING,486.26,RSV005128,2026-03-04 03:59:26
ORD014399,SELLER064,WH009,CONFIRMED,1652.59,RSV010046,2026-03-04 03:59:43
ORD014400,SELLER098,WH025,CONFIRMED,427.32,RSV001566,2026-03-04 04:00:00
ORD014401,SELLER028,WH001,PENDING,2262.48,RSV009368,2026-03-04 04:00:17
ORD014402,SELLER009,WH002,PENDING,55.43,,2026-03-04 04:00:34
ORD014403,SELLER016,WH022,CONFIRMED,664.09,,2026-03-04 04:00:51
ORD014404,SELLER008,WH002,PENDING,652.44,RSV016410,2026-03-04 04:01:08
ORD014405,SELLER012,WH018,CONFIRMED,2004.89,,2026-03-04 04:01:25
ORD014406,SELLER021,WH005,CONFIRMED,1515.24,RSV017617,2026-03-04 04:01:42
ORD014407,SELLER066,WH028,CONFIRMED,63.96,,2026-03-04 04:01:59
