run_id,executed_at,anomalies_found,stock_negativo,reservas_fantasma,action_taken
RUN01205,2026-04-20 13:00:00,11,False,0,none
RUN01206,2026-04-20 14:00:00,0,False,3,rollback
RUN01207,2026-04-20 15:00:00,9,True,0,rollback
RUN01208,2026-04-20 16:00:00,12,False,3,alert
RUN01209,2026-04-20 17:00:00,12,False,0,rollback
RUN01210,2026-04-20 18:00:00,3,False,0,none
RUN01211,2026-04-20 19:00:00,4,False,1,none
RUN01212,2026-04-20 20:00:00,3,True,1,rollback
RUN01213,2026-04-20 21:00:00,6,False,0,none
RUN01214,2026-04-20 22:00:00,8,True,1,rollback
RUN01215,2026-04-20 23:00:00,1,False,4,alert
RUN01216,2026-04-21 00:00:00,1,False,3,alert
RUN01217,2026-04-21 01:00:00,4,False,3,alert
RUN01218,2026-04-21 02:00:00,1,False,4,none
RUN01219,2026-04-21 03:00:00,1,False,1,alert
RUN01220,2026-04-21 04:00:00,11,False,4,none
RUN01221,2026-04-21 05:00:00,7,False,3,alert
RUN01222,2026-04-21 06:00:00,7,False,1,rollback
RUN01223,2026-04-21 07:00:00,12,False,3,none
RUN01224,2026-04-21 08:00:00,3,False,2,none
RUN01225,2026-04-21 09:00:00,2,False,4,rollback
RUN01226,2026-04-21 10:00:00,7,False,4,rollback
RUN01227,2026-04-21 11:00:00,10,False,0,rollback
RUN01228,2026-04-21 12:00:00,11,False,2,rollback
RUN01229,2026-04-21 13:00:00,7,False,4,rollback
RUN01230,2026-04-21 14:00:00,4,False,2,none
RUN01231,2026-04-21 15:00:00,5,False,1,rollback
RUN01232,2026-04-21 16:00:00,0,False,3,alert
RUN01233,2026-04-21 17:00:00,9,False,4,none
RUN01234,2026-04-21 18:00:00,12,False,1,none
RUN01235,2026-04-21 19:00:00,10,False,3,rollback
RUN01236,2026-04-21 20:00:00,6,False,2,alert
RUN01237,2026-04-21 21:00:00,0,False,3,alert
RUN01238,2026-04-21 22:00:00,3,False,0,none
RUN01239,2026-04-21 23:00:00,6,False,1,alert
RUN01240,2026-04-22 00:00:00,10,False,3,rollback
RUN01241,2026-04-22 01:00:00,6,False,2,alert
RUN01242,2026-04-22 02:00:00,4,False,0,rollback
RUN01243,2026-04-22 03:00:00,11,False,0,alert
RUN01244,2026-04-22 04:00:00,2,True,2,alert
RUN01245,2026-04-22 05:00:00,2,False,4,none
RUN01246,2026-04-22 06:00:00,1,False,4,rollback
RUN01247,2026-04-22 07:00:00,10,False,0,none
RUN01248,2026-04-22 08:00:00,11,False,2,rollback
RUN01249,2026-04-22 09:00:00,2,False,3,rollback
RUN01250,2026-04-22 10:00:00,0,False,2,rollback
RUN01251,2026-04-22 11:00:00,6,False,2,alert
RUN01252,2026-04-22 12:00:00,6,False,1,alert
RUN01253,2026-04-22 13:00:00,5,False,4,alert
RUN01254,2026-04-22 14:00:00,11,False,3,rollback
RUN01255,2026-04-22 15:00:00,3,False,2,none
RUN01256,2026-04-22 16:00:00,5,False,3,rollback
RUN01257,2026-04-22 17:00:00,9,False,4,none
RUN01258,2026-04-22 18:00:00,2,False,2,none
RUN01259,2026-04-22 19:00:00,5,True,4,alert
RUN01260,2026-04-22 20:00:00,7,False,2,alert
RUN01261,2026-04-22 21:00:00,6,False,1,none
RUN01262,2026-04-22 22:00:00,3,False,4,rollback
RUN01263,2026-04-22 23:00:00,2,False,1,none
RUN01264,2026-04-23 00:00:00,7,False,4,rollback
RUN01265,2026-04-23 01:00:00,4,False,2,alert
RUN01266,2026-04-23 02:00:00,1,False,2,alert
RUN01267,2026-04-23 03:00:00,8,False,2,none
RUN01268,2026-04-23 04:00:00,0,False,3,rollback
RUN01269,2026-04-23 05:00:00,0,False,4,none
RUN01270,2026-04-23 06:00:00,10,False,4,rollback
RUN01271,2026-04-23 07:00:00,11,False,4,rollback
RUN01272,2026-04-23 08:00:00,12,False,2,rollback
RUN01273,2026-04-23 09:00:00,11,False,3,rollback
RUN01274,2026-04-23 10:00:00,5,False,2,rollback
RUN01275,2026-04-23 11:00:00,3,False,1,none
RUN01276,2026-04-23 12:00:00,9,False,4,rollback
RUN01277,2026-04-23 13:00:00,3,False,4,none
RUN01278,2026-04-23 14:00:00,1,False,2,rollback
RUN01279,2026-04-23 15:00:00,10,True,4,none
RUN01280,2026-04-23 16:00:00,10,False,4,alert
RUN01281,2026-04-23 17:00:00,1,False,1,none
RUN01282,2026-04-23 18:00:00,3,False,4,none
RUN01283,2026-04-23 19:00:00,7,True,1,none
RUN01284,2026-04-23 20:00:00,6,False,3,none
RUN01285,2026-04-23 21:00:00,5,False,0,none
RUN01286,2026-04-23 22:00:00,7,False,0,none
RUN01287,2026-04-23 23:00:00,8,False,0,alert
RUN01288,2026-04-24 00:00:00,2,False,3,rollback
RUN01289,2026-04-24 01:00:00,9,True,2,alert
RUN01290,2026-04-24 02:00:00,2,False,3,none
RUN01291,2026-04-24 03:00:00,5,False,4,rollback
RUN01292,2026-04-24 04:00:00,9,False,4,none
RUN01293,2026-04-24 05:00:00,6,False,4,rollback
RUN01294,2026-04-24 06:00:00,8,False,0,alert
RUN01295,2026-04-24 07:00:00,9,False,3,alert
RUN01296,2026-04-24 08:00:00,2,False,1,rollback
RUN01297,2026-04-24 09:00:00,6,False,2,none
RUN01298,2026-04-24 10:00:00,0,False,4,none
RUN01299,2026-04-24 11:00:00,10,False,0,alert
RUN01300,2026-04-24 12:00:00,9,False,4,none
RUN01301,2026-04-24 13:00:00,3,False,3,rollback
RUN01302,2026-04-24 14:00:00,6,False,3,alert
RUN01303,2026-04-24 15:00:00,10,False,4,none
RUN01304,2026-04-24 16:00:00,11,False,2,none
RUN01305,2026-04-24 17:00:00,2,False,2,alert
RUN01306,2026-04-24 18:00:00,5,False,2,alert
RUN01307,2026-04-24 19:00:00,7,False,0,rollback
RUN01308,2026-04-24 20:00:00,11,False,4,none
RUN01309,2026-04-24 21:00:00,2,False,1,rollback
RUN01310,2026-04-24 22:00:00,11,False,4,rollback
RUN01311,2026-04-24 23:00:00,7,False,2,none
RUN01312,2026-04-25 00:00:00,4,False,0,rollback
RUN01313,2026-04-25 01:00:00,1,False,3,rollback
RUN01314,2026-04-25 02:00:00,5,False,3,none
RUN01315,2026-04-25 03:00:00,9,False,3,alert
RUN01316,2026-04-25 04:00:00,5,False,4,alert
RUN01317,2026-04-25 05:00:00,10,False,0,alert
RUN01318,2026-04-25 06:00:00,8,False,0,none
RUN01319,2026-04-25 07:00:00,6,False,4,none
RUN01320,2026-04-25 08:00:00,2,False,1,none
RUN01321,2026-04-25 09:00:00,10,False,2,rollback
RUN01322,2026-04-25 10:00:00,7,False,2,rollback
RUN01323,2026-04-25 11:00:00,10,False,4,rollback
RUN01324,2026-04-25 12:00:00,2,False,1,none
RUN01325,2026-04-25 13:00:00,7,False,1,rollback
RUN01326,2026-04-25 14:00:00,2,False,0,rollback
RUN01327,2026-04-25 15:00:00,10,True,2,rollback
RUN01328,2026-04-25 16:00:00,11,False,3,alert
RUN01329,2026-04-25 17:00:00,9,False,1,rollback
RUN01330,2026-04-25 18:00:00,12,False,4,rollback
RUN01331,2026-04-25 19:00:00,8,False,1,alert
RUN01332,2026-04-25 20:00:00,5,False,1,alert
RUN01333,2026-04-25 21:00:00,7,False,4,alert
RUN01334,2026-04-25 22:00:00,2,False,3,alert
RUN01335,2026-04-25 23:00:00,6,False,0,alert
RUN01336,2026-04-26 00:00:00,11,False,3,rollback
RUN01337,2026-04-26 01:00:00,0,False,0,none
RUN01338,2026-04-26 02:00:00,1,False,3,rollback
RUN01339,2026-04-26 03:00:00,7,False,1,rollback
RUN01340,2026-04-26 04:00:00,5,False,2,rollback
RUN01341,2026-04-26 05:00:00,0,False,2,alert
RUN01342,2026-04-26 06:00:00,10,False,1,rollback
RUN01343,2026-04-26 07:00:00,0,False,2,rollback
RUN01344,2026-04-26 08:00:00,7,False,3,alert
RUN01345,2026-04-26 09:00:00,3,False,3,alert
RUN01346,2026-04-26 10:00:00,4,False,3,rollback
RUN01347,2026-04-26 11:00:00,4,False,3,rollback
RUN01348,2026-04-26 12:00:00,1,False,0,rollback
RUN01349,2026-04-26 13:00:00,8,False,2,rollback
RUN01350,2026-04-26 14:00:00,2,False,3,none
RUN01351,2026-04-26 15:00:00,10,False,4,alert
RUN01352,2026-04-26 16:00:00,2,False,1,rollback
RUN01353,2026-04-26 17:00:00,11,False,3,alert
RUN01354,2026-04-26 18:00:00,6,False,3,none
RUN01355,2026-04-26 19:00:00,3,False,1,none
RUN01356,2026-04-26 20:00:00,7,False,1,rollback
RUN01357,2026-04-26 21:00:00,8,False,4,none
RUN01358,2026-04-26 22:00:00,5,False,3,rollback
RUN01359,2026-04-26 23:00:00,5,False,4,rollback
RUN01360,2026-04-27 00:00:00,1,False,1,rollback
RUN01361,2026-04-27 01:00:00,4,False,4,rollback
RUN01362,2026-04-27 02:00:00,7,False,3,rollback
RUN01363,2026-04-27 03:00:00,4,True,2,rollback
RUN01364,2026-04-27 04:00:00,5,False,2,none
RUN01365,2026-04-27 05:00:00,6,False,3,alert
RUN01366,2026-04-27 06:00:00,12,False,2,alert
RUN01367,2026-04-27 07:00:00,5,False,0,rollback
RUN01368,2026-04-27 08:00:00,12,False,3,rollback
RUN01369,2026-04-27 09:00:00,8,False,4,rollback
RUN01370,2026-04-27 10:00:00,4,False,2,alert
RUN01371,2026-04-27 11:00:00,11,False,0,alert
RUN01372,2026-04-27 12:00:00,3,False,3,rollback
RUN01373,2026-04-27 13:00:00,9,False,1,none
RUN01374,2026-04-27 14:00:00,4,False,2,rollback
RUN01375,2026-04-27 15:00:00,8,False,3,rollback
RUN01376,2026-04-27 16:00:00,2,False,4,alert
RUN01377,2026-04-27 17:00:00,8,False,3,rollback
RUN01378,2026-04-27 18:00:00,3,False,4,rollback
RUN01379,2026-04-27 19:00:00,6,False,0,none
RUN01380,2026-04-27 20:00:00,7,False,3,alert
RUN01381,2026-04-27 21:00:00,0,False,2,rollback
RUN01382,2026-04-27 22:00:00,6,False,3,alert
RUN01383,2026-04-27 23:00:00,7,False,1,alert
RUN01384,2026-04-28 00:00:00,11,False,0,alert
RUN01385,2026-04-28 01:00:00,4,False,4,none
RUN01386,2026-04-28 02:00:00,4,False,3,rollback
RUN01387,2026-04-28 03:00:00,8,False,0,none
RUN01388,2026-04-28 04:00:00,3,False,3,rollback
RUN01389,2026-04-28 05:00:00,5,False,3,alert
RUN01390,2026-04-28 06:00:00,4,False,0,alert
RUN01391,2026-04-28 07:00:00,11,True,3,none
RUN01392,2026-04-28 08:00:00,9,False,3,alert
RUN01393,2026-04-28 09:00:00,12,False,1,alert
RUN01394,2026-04-28 10:00:00,2,False,1,none
RUN01395,2026-04-28 11:00:00,12,False,3,none
RUN01396,2026-04-28 12:00:00,11,False,2,none
RUN01397,2026-04-28 13:00:00,11,False,0,rollback
RUN01398,2026-04-28 14:00:00,3,False,0,none
RUN01399,2026-04-28 15:00:00,8,False,4,rollback
RUN01400,2026-04-28 16:00:00,12,False,4,none
RUN01401,2026-04-28 17:00:00,3,False,4,rollback
RUN01402,2026-04-28 18:00:00,9,False,4,rollback
RUN01403,2026-04-28 19:00:00,2,False,4,alert
RUN01404,2026-04-28 20:00:00,12,False,1,rollback
RUN01405,2026-04-28 21:00:00,9,False,1,rollback
RUN01406,2026-04-28 22:00:00,10,False,1,none
RUN01407,2026-04-28 23:00:00,7,False,1,alert
RUN01408,2026-04-29 00:00:00,7,False,2,alert
RUN01409,2026-04-29 01:00:00,2,False,3,rollback
RUN01410,2026-04-29 02:00:00,8,False,2,none
RUN01411,2026-04-29 03:00:00,9,False,0,rollback
RUN01412,2026-04-29 04:00:00,0,False,1,alert
RUN01413,2026-04-29 05:00:00,7,False,4,none
RUN01414,2026-04-29 06:00:00,1,False,4,rollback
RUN01415,2026-04-29 07:00:00,10,False,4,alert
RUN01416,2026-04-29 08:00:00,1,False,1,none
RUN01417,2026-04-29 09:00:00,7,False,0,none
RUN01418,2026-04-29 10:00:00,2,False,4,none
RUN01419,2026-04-29 11:00:00,10,False,3,alert
RUN01420,2026-04-29 12:00:00,10,False,2,none
RUN01421,2026-04-29 13:00:00,5,False,1,none
RUN01422,2026-04-29 14:00:00,4,False,0,rollback
RUN01423,2026-04-29 15:00:00,6,False,1,alert
RUN01424,2026-04-29 16:00:00,7,False,0,none
RUN01425,2026-04-29 17:00:00,7,False,4,rollback
RUN01426,2026-04-29 18:00:00,8,False,3,rollback
RUN01427,2026-04-29 19:00:00,2,False,1,none
RUN01428,2026-04-29 20:00:00,4,False,0,rollback
RUN01429,2026-04-29 21:00:00,9,False,0,rollback
RUN01430,2026-04-29 22:00:00,1,False,2,alert
RUN01431,2026-04-29 23:00:00,8,False,1,rollback
RUN01432,2026-04-30 00:00:00,10,False,2,alert
RUN01433,2026-04-30 01:00:00,4,False,1,none
RUN01434,2026-04-30 02:00:00,10,False,2,rollback
RUN01435,2026-04-30 03:00:00,3,False,2,rollback
RUN01436,2026-04-30 04:00:00,2,False,0,rollback
RUN01437,2026-04-30 05:00:00,6,False,1,alert
RUN01438,2026-04-30 06:00:00,7,False,2,alert
RUN01439,2026-04-30 07:00:00,4,False,4,alert
RUN01440,2026-04-30 08:00:00,0,False,2,rollback
RUN01441,2026-04-30 09:00:00,6,False,3,rollback
RUN01442,2026-04-30 10:00:00,1,False,4,alert
RUN01443,2026-04-30 11:00:00,2,False,1,none
RUN01444,2026-04-30 12:00:00,12,False,2,rollback
RUN01445,2026-04-30 13:00:00,12,False,2,rollback
RUN01446,2026-04-30 14:00:00,2,False,4,rollback
RUN01447,2026-04-30 15:00:00,11,False,4,rollback
RUN01448,2026-04-30 16:00:00,3,False,0,rollback
RUN01449,2026-04-30 17:00:00,9,False,4,none
RUN01450,2026-04-30 18:00:00,5,False,2,none
RUN01451,2026-04-30 19:00:00,7,True,1,none
RUN01452,2026-04-30 20:00:00,0,False,4,alert
RUN01453,2026-04-30 21:00:00,1,False,3,alert
RUN01454,2026-04-30 22:00:00,0,False,0,alert
RUN01455,2026-04-30 23:00:00,6,False,0,rollback
RUN01456,2026-05-01 00:00:00,12,False,3,alert
RUN01457,2026-05-01 01:00:00,0,False,0,alert
RUN01458,2026-05-01 02:00:00,11,False,0,rollback
RUN01459,2026-05-01 03:00:00,5,False,1,alert
RUN01460,2026-05-01 04:00:00,2,False,0,alert
RUN01461,2026-05-01 05:00:00,9,False,0,alert
RUN01462,2026-05-01 06:00:00,3,False,0,alert
RUN01463,2026-05-01 07:00:00,4,False,4,rollback
RUN01464,2026-05-01 08:00:00,1,False,3,rollback
RUN01465,2026-05-01 09:00:00,6,False,0,alert
RUN01466,2026-05-01 10:00:00,4,False,0,alert
RUN01467,2026-05-01 11:00:00,0,False,1,rollback
RUN01468,2026-05-01 12:00:00,5,False,0,alert
RUN01469,2026-05-01 13:00:00,8,False,3,rollback
RUN01470,2026-05-01 14:00:00,1,False,4,none
RUN01471,2026-05-01 15:00:00,9,False,0,alert
RUN01472,2026-05-01 16:00:00,4,False,0,none
RUN01473,2026-05-01 17:00:00,7,False,0,none
RUN01474,2026-05-01 18:00:00,10,False,1,alert
RUN01475,2026-05-01 19:00:00,9,False,1,rollback
RUN01476,2026-05-01 20:00:00,8,False,2,alert
RUN01477,2026-05-01 21:00:00,0,False,0,none
RUN01478,2026-05-01 22:00:00,8,False,1,rollback
RUN01479,2026-05-01 23:00:00,6,False,0,none
RUN01480,2026-05-02 00:00:00,11,False,1,none
RUN01481,2026-05-02 01:00:00,10,False,2,none
RUN01482,2026-05-02 02:00:00,0,False,1,alert
RUN01483,2026-05-02 03:00:00,4,False,2,rollback
RUN01484,2026-05-02 04:00:00,1,False,4,none
RUN01485,2026-05-02 05:00:00,0,False,4,rollback
RUN01486,2026-05-02 06:00:00,3,False,2,rollback
RUN01487,2026-05-02 07:00:00,9,False,1,rollback
RUN01488,2026-05-02 08:00:00,8,False,3,alert
RUN01489,2026-05-02 09:00:00,6,False,1,alert
RUN01490,2026-05-02 10:00:00,0,False,0,alert
RUN01491,2026-05-02 11:00:00,0,False,1,rollback
RUN01492,2026-05-02 12:00:00,7,False,2,rollback
RUN01493,2026-05-02 13:00:00,4,False,3,rollback
RUN01494,2026-05-02 14:00:00,6,False,2,alert
RUN01495,2026-05-02 15:00:00,10,False,3,none
RUN01496,2026-05-02 16:00:00,2,False,2,rollback
RUN01497,2026-05-02 17:00:00,0,False,1,alert
RUN01498,2026-05-02 18:00:00,3,False,3,alert
RUN01499,2026-05-02 19:00:00,1,False,2,alert
RUN01500,2026-05-02 20:00:00,9,False,0,rollback
RUN01501,2026-05-02 21:00:00,0,False,2,alert
RUN01502,2026-05-02 22:00:00,2,False,2,rollback
RUN01503,2026-05-02 23:00:00,5,False,3,alert
RUN01504,2026-05-03 00:00:00,1,False,4,none
RUN01505,2026-05-03 01:00:00,3,False,1,alert
RUN01506,2026-05-03 02:00:00,11,False,2,rollback
RUN01507,2026-05-03 03:00:00,5,False,2,none
RUN01508,2026-05-03 04:00:00,0,False,0,rollback
RUN01509,2026-05-03 05:00:00,12,False,0,none
RUN01510,2026-05-03 06:00:00,8,False,3,rollback
RUN01511,2026-05-03 07:00:00,9,False,1,rollback
RUN01512,2026-05-03 08:00:00,2,False,3,none
RUN01513,2026-05-03 09:00:00,12,False,0,none
RUN01514,2026-05-03 10:00:00,11,False,4,rollback
RUN01515,2026-05-03 11:00:00,6,False,3,rollback
RUN01516,2026-05-03 12:00:00,6,False,2,rollback
RUN01517,2026-05-03 13:00:00,0,False,2,rollback
RUN01518,2026-05-03 14:00:00,9,False,0,rollback
RUN01519,2026-05-03 15:00:00,12,False,3,rollback
RUN01520,2026-05-03 16:00:00,3,False,3,none
RUN01521,2026-05-03 17:00:00,6,False,1,rollback
RUN01522,2026-05-03 18:00:00,11,False,1,alert
RUN01523,2026-05-03 19:00:00,9,False,0,none
RUN01524,2026-05-03 20:00:00,9,False,0,alert
RUN01525,2026-05-03 21:00:00,6,False,3,rollback
RUN01526,2026-05-03 22:00:00,3,False,4,none
RUN01527,2026-05-03 23:00:00,4,False,4,rollback
RUN01528,2026-05-04 00:00:00,2,False,3,alert
RUN01529,2026-05-04 01:00:00,6,False,1,none
RUN01530,2026-05-04 02:00:00,10,False,3,alert
RUN01531,2026-05-04 03:00:00,3,False,3,alert
RUN01532,2026-05-04 04:00:00,5,False,2,none
RUN01533,2026-05-04 05:00:00,2,False,4,none
RUN01534,2026-05-04 06:00:00,1,False,4,rollback
RUN01535,2026-05-04 07:00:00,1,False,2,alert
RUN01536,2026-05-04 08:00:00,8,False,4,none
RUN01537,2026-05-04 09:00:00,4,False,1,alert
RUN01538,2026-05-04 10:00:00,6,False,3,rollback
RUN01539,2026-05-04 11:00:00,0,False,1,alert
RUN01540,2026-05-04 12:00:00,7,False,0,alert
RUN01541,2026-05-04 13:00:00,5,False,4,none
RUN01542,2026-05-04 14:00:00,11,False,3,rollback
RUN01543,2026-05-04 15:00:00,5,False,0,alert
RUN01544,2026-05-04 16:00:00,11,False,4,none
RUN01545,2026-05-04 17:00:00,3,False,2,rollback
RUN01546,2026-05-04 18:00:00,10,False,4,rollback
RUN01547,2026-05-04 19:00:00,8,False,2,none
RUN01548,2026-05-04 20:00:00,8,False,3,none
RUN01549,2026-05-04 21:00:00,1,False,4,alert
RUN01550,2026-05-04 22:00:00,11,False,3,alert
RUN01551,2026-05-04 23:00:00,8,False,3,none
RUN01552,2026-05-05 00:00:00,3,False,4,none
RUN01553,2026-05-05 01:00:00,1,False,1,rollback
RUN01554,2026-05-05 02:00:00,2,False,4,rollback
RUN01555,2026-05-05 03:00:00,10,False,3,rollback
RUN01556,2026-05-05 04:00:00,2,False,3,none
RUN01557,2026-05-05 05:00:00,12,False,2,alert
RUN01558,2026-05-05 06:00:00,3,False,0,none
RUN01559,2026-05-05 07:00:00,12,False,3,rollback
RUN01560,2026-05-05 08:00:00,3,False,4,none
RUN01561,2026-05-05 09:00:00,3,False,0,rollback
RUN01562,2026-05-05 10:00:00,12,False,4,alert
RUN01563,2026-05-05 11:00:00,0,False,4,rollback
RUN01564,2026-05-05 12:00:00,11,False,1,rollback
RUN01565,2026-05-05 13:00:00,4,False,3,rollback
RUN01566,2026-05-05 14:00:00,7,False,4,none
RUN01567,2026-05-05 15:00:00,0,False,0,rollback
RUN01568,2026-05-05 16:00:00,10,False,1,rollback
RUN01569,2026-05-05 17:00:00,2,False,3,rollback
RUN01570,2026-05-05 18:00:00,7,False,4,alert
RUN01571,2026-05-05 19:00:00,2,False,0,alert
RUN01572,2026-05-05 20:00:00,7,False,0,alert
RUN01573,2026-05-05 21:00:00,0,False,1,none
RUN01574,2026-05-05 22:00:00,9,False,3,alert
RUN01575,2026-05-05 23:00:00,8,False,0,none
RUN01576,2026-05-06 00:00:00,6,False,4,alert
RUN01577,2026-05-06 01:00:00,5,False,4,alert
RUN01578,2026-05-06 02:00:00,1,False,0,rollback
RUN01579,2026-05-06 03:00:00,9,False,3,alert
RUN01580,2026-05-06 04:00:00,10,False,2,alert
RUN01581,2026-05-06 05:00:00,3,False,1,alert
RUN01582,2026-05-06 06:00:00,3,False,3,rollback
RUN01583,2026-05-06 07:00:00,11,False,3,alert
RUN01584,2026-05-06 08:00:00,1,False,0,rollback
RUN01585,2026-05-06 09:00:00,9,False,0,none
RUN01586,2026-05-06 10:00:00,4,False,0,alert
RUN01587,2026-05-06 11:00:00,5,False,1,rollback
RUN01588,2026-05-06 12:00:00,1,False,4,none
RUN01589,2026-05-06 13:00:00,12,False,1,alert
RUN01590,2026-05-06 14:00:00,0,False,1,rollback
RUN01591,2026-05-06 15:00:00,4,False,0,none
RUN01592,2026-05-06 16:00:00,10,False,1,none
RUN01593,2026-05-06 17:00:00,11,False,0,rollback
RUN01594,2026-05-06 18:00:00,8,False,0,alert
RUN01595,2026-05-06 19:00:00,9,False,3,none
RUN01596,2026-05-06 20:00:00,11,False,0,alert
RUN01597,2026-05-06 21:00:00,8,False,1,rollback
RUN01598,2026-05-06 22:00:00,9,False,3,none
RUN01599,2026-05-06 23:00:00,11,False,4,alert
RUN01600,2026-05-07 00:00:00,12,False,4,none
RUN01601,2026-05-07 01:00:00,12,False,1,none
RUN01602,2026-05-07 02:00:00,2,False,2,none
RUN01603,2026-05-07 03:00:00,2,False,0,none
RUN01604,2026-05-07 04:00:00,5,False,2,alert
RUN01605,2026-05-07 05:00:00,4,False,2,rollback
RUN01606,2026-05-07 06:00:00,0,False,0,rollback
RUN01607,2026-05-07 07:00:00,9,False,1,alert
RUN01608,2026-05-07 08:00:00,3,False,3,alert
RUN01609,2026-05-07 09:00:00,9,False,3,rollback
RUN01610,2026-05-07 10:00:00,4,False,3,none
RUN01611,2026-05-07 11:00:00,0,False,0,none
RUN01612,2026-05-07 12:00:00,3,False,0,rollback
RUN01613,2026-05-07 13:00:00,3,False,1,rollback
RUN01614,2026-05-07 14:00:00,1,False,3,none
RUN01615,2026-05-07 15:00:00,3,False,3,rollback
RUN01616,2026-05-07 16:00:00,7,False,4,alert
RUN01617,2026-05-07 17:00:00,12,True,4,alert
RUN01618,2026-05-07 18:00:00,0,False,3,none
RUN01619,2026-05-07 19:00:00,1,False,1,none
RUN01620,2026-05-07 20:00:00,9,False,0,rollback
RUN01621,2026-05-07 21:00:00,10,False,4,alert
RUN01622,2026-05-07 22:00:00,11,False,4,alert
RUN01623,2026-05-07 23:00:00,8,False,4,rollback
RUN01624,2026-05-08 00:00:00,5,False,0,alert
RUN01625,2026-05-08 01:00:00,11,False,0,alert
RUN01626,2026-05-08 02:00:00,4,False,0,alert
RUN01627,2026-05-08 03:00:00,5,False,4,alert
RUN01628,2026-05-08 04:00:00,0,False,2,alert
RUN01629,2026-05-08 05:00:00,2,False,2,none
RUN01630,2026-05-08 06:00:00,11,False,1,rollback
RUN01631,2026-05-08 07:00:00,4,False,4,rollback
RUN01632,2026-05-08 08:00:00,0,False,4,alert
RUN01633,2026-05-08 09:00:00,7,False,1,alert
RUN01634,2026-05-08 10:00:00,6,False,2,none
RUN01635,2026-05-08 11:00:00,5,False,2,alert
RUN01636,2026-05-08 12:00:00,11,False,3,rollback
RUN01637,2026-05-08 13:00:00,10,False,2,alert
RUN01638,2026-05-08 14:00:00,0,False,3,none
RUN01639,2026-05-08 15:00:00,2,False,0,rollback
RUN01640,2026-05-08 16:00:00,5,False,0,alert
RUN01641,2026-05-08 17:00:00,7,False,1,alert
RUN01642,2026-05-08 18:00:00,3,False,4,rollback
RUN01643,2026-05-08 19:00:00,1,False,1,rollback
RUN01644,2026-05-08 20:00:00,0,False,0,none
RUN01645,2026-05-08 21:00:00,11,False,0,alert
RUN01646,2026-05-08 22:00:00,3,False,3,none
RUN01647,2026-05-08 23:00:00,12,False,4,none
RUN01648,2026-05-09 00:00:00,2,False,1,rollback
RUN01649,2026-05-09 01:00:00,10,False,4,none
RUN01650,2026-05-09 02:00:00,9,False,4,rollback
RUN01651,2026-05-09 03:00:00,4,False,3,rollback
RUN01652,2026-05-09 04:00:00,9,False,1,alert
RUN01653,2026-05-09 05:00:00,2,False,2,none
RUN01654,2026-05-09 06:00:00,10,False,1,alert
RUN01655,2026-05-09 07:00:00,3,False,4,rollback
RUN01656,2026-05-09 08:00:00,5,False,2,rollback
RUN01657,2026-05-09 09:00:00,9,False,0,alert
RUN01658,2026-05-09 10:00:00,10,True,4,alert
RUN01659,2026-05-09 11:00:00,8,False,0,none
RUN01660,2026-05-09 12:00:00,4,False,1,rollback
RUN01661,2026-05-09 13:00:00,8,False,0,alert
RUN01662,2026-05-09 14:00:00,10,False,1,rollback
RUN01663,2026-05-09 15:00:00,0,False,0,alert
RUN01664,2026-05-09 16:00:00,0,False,3,alert
RUN01665,2026-05-09 17:00:00,10,False,1,alert
RUN01666,2026-05-09 18:00:00,5,False,0,rollback
RUN01667,2026-05-09 19:00:00,3,False,3,alert
RUN01668,2026-05-09 20:00:00,5,False,1,rollback
RUN01669,2026-05-09 21:00:00,12,False,1,none
RUN01670,2026-05-09 22:00:00,8,False,2,alert
RUN01671,2026-05-09 23:00:00,12,False,1,none
RUN01672,2026-05-10 00:00:00,8,False,2,rollback
RUN01673,2026-05-10 01:00:00,7,False,2,none
RUN01674,2026-05-10 02:00:00,1,False,3,alert
RUN01675,2026-05-10 03:00:00,9,False,3,rollback
RUN01676,2026-05-10 04:00:00,10,False,3,rollback
RUN01677,2026-05-10 05:00:00,2,False,1,none
RUN01678,2026-05-10 06:00:00,1,False,2,none
RUN01679,2026-05-10 07:00:00,4,False,2,rollback
RUN01680,2026-05-10 08:00:00,6,False,4,none
RUN01681,2026-05-10 09:00:00,11,False,4,none
RUN01682,2026-05-10 10:00:00,8,False,0,none
RUN01683,2026-05-10 11:00:00,8,False,1,none
RUN01684,2026-05-10 12:00:00,3,False,0,none
RUN01685,2026-05-10 13:00:00,9,False,0,rollback
RUN01686,2026-05-10 14:00:00,11,False,4,alert
RUN01687,2026-05-10 15:00:00,10,False,1,rollback
RUN01688,2026-05-10 16:00:00,11,False,3,alert
RUN01689,2026-05-10 17:00:00,11,False,0,rollback
RUN01690,2026-05-10 18:00:00,6,False,1,rollback
RUN01691,2026-05-10 19:00:00,10,False,3,rollback
RUN01692,2026-05-10 20:00:00,12,False,1,none
RUN01693,2026-05-10 21:00:00,7,False,2,rollback
RUN01694,2026-05-10 22:00:00,10,False,3,alert
RUN01695,2026-05-10 23:00:00,9,False,3,rollback
RUN01696,2026-05-11 00:00:00,8,False,2,alert
RUN01697,2026-05-11 01:00:00,5,True,4,none
RUN01698,2026-05-11 02:00:00,1,False,2,none
RUN01699,2026-05-11 03:00:00,5,False,0,alert
RUN01700,2026-05-11 04:00:00,7,False,2,rollback
